"file_type","data_type","name"
"metric_node_disk_io_time_weighted_seconds_total.json","metric","node_disk_io_time_weighted_seconds_total"
"metric_node_disk_read_bytes_total.json","metric","node_disk_read_bytes_total"
"metric_node_disk_read_time_seconds_total.json","metric","node_disk_read_time_seconds_total"
"metric_node_disk_reads_completed_total.json","metric","node_disk_reads_completed_total"
"metric_node_disk_reads_merged_total.json","metric","node_disk_reads_merged_total"
"metric_node_disk_write_time_seconds_total.json","metric","node_disk_write_time_seconds_total"
"metric_node_disk_writes_completed_total.json","metric","node_disk_writes_completed_total"
"metric_node_disk_writes_merged_total.json","metric","node_disk_writes_merged_total"
"metric_node_disk_written_bytes_total.json","metric","node_disk_written_bytes_total"
"metric_node_dmi_info.json","metric","node_dmi_info"
"metric_node_entropy_available_bits.json","metric","node_entropy_available_bits"
"metric_node_entropy_pool_size_bits.json","metric","node_entropy_pool_size_bits"
"metric_node_exporter_build_info.json","metric","node_exporter_build_info"
"metric_node_filefd_allocated.json","metric","node_filefd_allocated"
"metric_node_filefd_maximum.json","metric","node_filefd_maximum"
"metric_node_filesystem_avail_bytes.json","metric","node_filesystem_avail_bytes"
"metric_node_filesystem_device_error.json","metric","node_filesystem_device_error"
"metric_node_filesystem_files.json","metric","node_filesystem_files"
"metric_node_filesystem_files_free.json","metric","node_filesystem_files_free"
"metric_node_filesystem_free_bytes.json","metric","node_filesystem_free_bytes"
"metric_node_filesystem_readonly.json","metric","node_filesystem_readonly"
"metric_node_filesystem_size_bytes.json","metric","node_filesystem_size_bytes"
"metric_node_forks_total.json","metric","node_forks_total"
"metric_node_hwmon_chip_names.json","metric","node_hwmon_chip_names"
"metric_node_intr_total.json","metric","node_intr_total"
"metric_node_load1.json","metric","node_load1"
"metric_node_load15.json","metric","node_load15"
"metric_node_load5.json","metric","node_load5"
"metric_node_memory_Active_anon_bytes.json","metric","node_memory_Active_anon_bytes"
"metric_node_memory_Active_bytes.json","metric","node_memory_Active_bytes"
"metric_node_memory_Active_file_bytes.json","metric","node_memory_Active_file_bytes"
"metric_node_memory_AnonHugePages_bytes.json","metric","node_memory_AnonHugePages_bytes"
"metric_node_memory_AnonPages_bytes.json","metric","node_memory_AnonPages_bytes"
"metric_node_memory_Bounce_bytes.json","metric","node_memory_Bounce_bytes"
"metric_node_memory_Buffers_bytes.json","metric","node_memory_Buffers_bytes"
"metric_node_memory_Cached_bytes.json","metric","node_memory_Cached_bytes"
"metric_node_memory_CmaFree_bytes.json","metric","node_memory_CmaFree_bytes"
"metric_node_memory_CmaTotal_bytes.json","metric","node_memory_CmaTotal_bytes"
"metric_node_memory_CommitLimit_bytes.json","metric","node_memory_CommitLimit_bytes"
"metric_node_memory_Committed_AS_bytes.json","metric","node_memory_Committed_AS_bytes"
"metric_node_memory_DirectMap1G_bytes.json","metric","node_memory_DirectMap1G_bytes"
"metric_node_memory_DirectMap2M_bytes.json","metric","node_memory_DirectMap2M_bytes"
"metric_node_memory_DirectMap4k_bytes.json","metric","node_memory_DirectMap4k_bytes"
"metric_node_memory_Dirty_bytes.json","metric","node_memory_Dirty_bytes"
"metric_node_memory_FileHugePages_bytes.json","metric","node_memory_FileHugePages_bytes"
"metric_node_memory_FilePmdMapped_bytes.json","metric","node_memory_FilePmdMapped_bytes"
"metric_node_memory_HardwareCorrupted_bytes.json","metric","node_memory_HardwareCorrupted_bytes"
"metric_node_memory_HugePages_Free.json","metric","node_memory_HugePages_Free"
"metric_node_memory_HugePages_Rsvd.json","metric","node_memory_HugePages_Rsvd"
"metric_node_memory_HugePages_Surp.json","metric","node_memory_HugePages_Surp"
"metric_node_memory_HugePages_Total.json","metric","node_memory_HugePages_Total"
"metric_node_memory_Hugepagesize_bytes.json","metric","node_memory_Hugepagesize_bytes"
"metric_node_memory_Hugetlb_bytes.json","metric","node_memory_Hugetlb_bytes"
"metric_node_memory_Inactive_anon_bytes.json","metric","node_memory_Inactive_anon_bytes"
"metric_node_memory_Inactive_bytes.json","metric","node_memory_Inactive_bytes"
"metric_node_memory_Inactive_file_bytes.json","metric","node_memory_Inactive_file_bytes"
"metric_node_memory_KReclaimable_bytes.json","metric","node_memory_KReclaimable_bytes"
"metric_node_memory_KernelStack_bytes.json","metric","node_memory_KernelStack_bytes"
"metric_node_memory_Mapped_bytes.json","metric","node_memory_Mapped_bytes"
"metric_node_memory_MemAvailable_bytes.json","metric","node_memory_MemAvailable_bytes"
"metric_node_memory_MemFree_bytes.json","metric","node_memory_MemFree_bytes"
"metric_node_memory_MemTotal_bytes.json","metric","node_memory_MemTotal_bytes"
"metric_node_memory_Mlocked_bytes.json","metric","node_memory_Mlocked_bytes"
"metric_node_memory_NFS_Unstable_bytes.json","metric","node_memory_NFS_Unstable_bytes"
"metric_node_memory_PageTables_bytes.json","metric","node_memory_PageTables_bytes"
"metric_node_memory_Percpu_bytes.json","metric","node_memory_Percpu_bytes"
"metric_node_memory_SReclaimable_bytes.json","metric","node_memory_SReclaimable_bytes"
"metric_node_memory_SUnreclaim_bytes.json","metric","node_memory_SUnreclaim_bytes"
"metric_node_memory_SecPageTables_bytes.json","metric","node_memory_SecPageTables_bytes"
"metric_node_memory_ShmemHugePages_bytes.json","metric","node_memory_ShmemHugePages_bytes"
"metric_node_memory_ShmemPmdMapped_bytes.json","metric","node_memory_ShmemPmdMapped_bytes"
"metric_node_memory_Shmem_bytes.json","metric","node_memory_Shmem_bytes"
"metric_node_memory_Slab_bytes.json","metric","node_memory_Slab_bytes"
"metric_node_memory_SwapCached_bytes.json","metric","node_memory_SwapCached_bytes"
"metric_node_memory_SwapFree_bytes.json","metric","node_memory_SwapFree_bytes"
"metric_node_memory_SwapTotal_bytes.json","metric","node_memory_SwapTotal_bytes"
"metric_node_memory_Unaccepted_bytes.json","metric","node_memory_Unaccepted_bytes"
"metric_node_memory_Unevictable_bytes.json","metric","node_memory_Unevictable_bytes"
"metric_node_memory_VmallocChunk_bytes.json","metric","node_memory_VmallocChunk_bytes"
"metric_node_memory_VmallocTotal_bytes.json","metric","node_memory_VmallocTotal_bytes"
"metric_node_memory_VmallocUsed_bytes.json","metric","node_memory_VmallocUsed_bytes"
"metric_node_memory_WritebackTmp_bytes.json","metric","node_memory_WritebackTmp_bytes"
"metric_node_memory_Writeback_bytes.json","metric","node_memory_Writeback_bytes"
"metric_node_memory_Zswap_bytes.json","metric","node_memory_Zswap_bytes"
"metric_node_memory_Zswapped_bytes.json","metric","node_memory_Zswapped_bytes"
"metric_node_netstat_Icmp6_InErrors.json","metric","node_netstat_Icmp6_InErrors"
"metric_node_netstat_Icmp6_InMsgs.json","metric","node_netstat_Icmp6_InMsgs"
"metric_node_netstat_Icmp6_OutMsgs.json","metric","node_netstat_Icmp6_OutMsgs"
"metric_node_netstat_Icmp_InErrors.json","metric","node_netstat_Icmp_InErrors"
"metric_node_netstat_Icmp_InMsgs.json","metric","node_netstat_Icmp_InMsgs"
"metric_node_netstat_Icmp_OutMsgs.json","metric","node_netstat_Icmp_OutMsgs"
"metric_node_netstat_Ip6_InOctets.json","metric","node_netstat_Ip6_InOctets"
"metric_node_netstat_Ip6_OutOctets.json","metric","node_netstat_Ip6_OutOctets"
"metric_node_netstat_IpExt_InOctets.json","metric","node_netstat_IpExt_InOctets"
"metric_node_netstat_IpExt_OutOctets.json","metric","node_netstat_IpExt_OutOctets"
"metric_node_netstat_Ip_Forwarding.json","metric","node_netstat_Ip_Forwarding"
"metric_node_netstat_TcpExt_ListenDrops.json","metric","node_netstat_TcpExt_ListenDrops"
"metric_node_netstat_TcpExt_ListenOverflows.json","metric","node_netstat_TcpExt_ListenOverflows"
"metric_node_netstat_TcpExt_SyncookiesFailed.json","metric","node_netstat_TcpExt_SyncookiesFailed"
"metric_node_netstat_TcpExt_SyncookiesRecv.json","metric","node_netstat_TcpExt_SyncookiesRecv"
"metric_node_netstat_TcpExt_SyncookiesSent.json","metric","node_netstat_TcpExt_SyncookiesSent"
"metric_node_netstat_TcpExt_TCPSynRetrans.json","metric","node_netstat_TcpExt_TCPSynRetrans"
"metric_node_netstat_TcpExt_TCPTimeouts.json","metric","node_netstat_TcpExt_TCPTimeouts"
"metric_node_netstat_Tcp_ActiveOpens.json","metric","node_netstat_Tcp_ActiveOpens"
"metric_node_netstat_Tcp_CurrEstab.json","metric","node_netstat_Tcp_CurrEstab"
"metric_node_netstat_Tcp_InErrs.json","metric","node_netstat_Tcp_InErrs"
"metric_node_netstat_Tcp_InSegs.json","metric","node_netstat_Tcp_InSegs"
"metric_node_netstat_Tcp_OutRsts.json","metric","node_netstat_Tcp_OutRsts"
"metric_node_netstat_Tcp_OutSegs.json","metric","node_netstat_Tcp_OutSegs"
"metric_node_netstat_Tcp_PassiveOpens.json","metric","node_netstat_Tcp_PassiveOpens"
"metric_node_netstat_Tcp_RetransSegs.json","metric","node_netstat_Tcp_RetransSegs"
"metric_node_netstat_Udp6_InDatagrams.json","metric","node_netstat_Udp6_InDatagrams"
"metric_node_netstat_Udp6_InErrors.json","metric","node_netstat_Udp6_InErrors"
"metric_node_netstat_Udp6_NoPorts.json","metric","node_netstat_Udp6_NoPorts"
"metric_node_netstat_Udp6_OutDatagrams.json","metric","node_netstat_Udp6_OutDatagrams"
"metric_node_netstat_Udp6_RcvbufErrors.json","metric","node_netstat_Udp6_RcvbufErrors"
"metric_node_netstat_Udp6_SndbufErrors.json","metric","node_netstat_Udp6_SndbufErrors"
"metric_node_netstat_UdpLite6_InErrors.json","metric","node_netstat_UdpLite6_InErrors"
"metric_node_netstat_UdpLite_InErrors.json","metric","node_netstat_UdpLite_InErrors"
"metric_node_netstat_Udp_InDatagrams.json","metric","node_netstat_Udp_InDatagrams"
"metric_node_netstat_Udp_InErrors.json","metric","node_netstat_Udp_InErrors"
"metric_node_netstat_Udp_NoPorts.json","metric","node_netstat_Udp_NoPorts"
"metric_node_netstat_Udp_OutDatagrams.json","metric","node_netstat_Udp_OutDatagrams"
"metric_node_netstat_Udp_RcvbufErrors.json","metric","node_netstat_Udp_RcvbufErrors"
"metric_node_netstat_Udp_SndbufErrors.json","metric","node_netstat_Udp_SndbufErrors"
"metric_node_network_address_assign_type.json","metric","node_network_address_assign_type"
"metric_node_network_carrier.json","metric","node_network_carrier"
"metric_node_network_carrier_changes_total.json","metric","node_network_carrier_changes_total"
"metric_node_network_carrier_down_changes_total.json","metric","node_network_carrier_down_changes_total"
"metric_node_network_carrier_up_changes_total.json","metric","node_network_carrier_up_changes_total"
"metric_node_network_device_id.json","metric","node_network_device_id"
"metric_node_network_dormant.json","metric","node_network_dormant"
"metric_node_network_flags.json","metric","node_network_flags"
"metric_node_network_iface_id.json","metric","node_network_iface_id"
"metric_node_network_iface_link.json","metric","node_network_iface_link"
"metric_node_network_iface_link_mode.json","metric","node_network_iface_link_mode"
"metric_node_network_info.json","metric","node_network_info"
"metric_node_network_mtu_bytes.json","metric","node_network_mtu_bytes"
"metric_node_network_name_assign_type.json","metric","node_network_name_assign_type"
"metric_node_network_net_dev_group.json","metric","node_network_net_dev_group"
"metric_node_network_protocol_type.json","metric","node_network_protocol_type"
"metric_node_network_receive_bytes_total.json","metric","node_network_receive_bytes_total"
"metric_node_network_receive_compressed_total.json","metric","node_network_receive_compressed_total"
"metric_node_network_receive_drop_total.json","metric","node_network_receive_drop_total"
"metric_node_network_receive_errs_total.json","metric","node_network_receive_errs_total"
"metric_node_network_receive_fifo_total.json","metric","node_network_receive_fifo_total"
"metric_node_network_receive_frame_total.json","metric","node_network_receive_frame_total"
"metric_node_network_receive_multicast_total.json","metric","node_network_receive_multicast_total"
"metric_node_network_receive_nohandler_total.json","metric","node_network_receive_nohandler_total"
"metric_node_network_receive_packets_total.json","metric","node_network_receive_packets_total"
"metric_node_network_speed_bytes.json","metric","node_network_speed_bytes"
"metric_node_network_transmit_bytes_total.json","metric","node_network_transmit_bytes_total"
"metric_node_network_transmit_carrier_total.json","metric","node_network_transmit_carrier_total"
"metric_node_network_transmit_colls_total.json","metric","node_network_transmit_colls_total"
"metric_node_network_transmit_compressed_total.json","metric","node_network_transmit_compressed_total"
"metric_node_network_transmit_drop_total.json","metric","node_network_transmit_drop_total"
"metric_node_network_transmit_errs_total.json","metric","node_network_transmit_errs_total"
"metric_node_network_transmit_fifo_total.json","metric","node_network_transmit_fifo_total"
"metric_node_network_transmit_packets_total.json","metric","node_network_transmit_packets_total"
"metric_node_network_transmit_queue_length.json","metric","node_network_transmit_queue_length"
"metric_node_network_up.json","metric","node_network_up"
"metric_node_nf_conntrack_entries.json","metric","node_nf_conntrack_entries"
"metric_node_nf_conntrack_entries_limit.json","metric","node_nf_conntrack_entries_limit"
"metric_node_nf_conntrack_stat_drop.json","metric","node_nf_conntrack_stat_drop"
"metric_node_nf_conntrack_stat_early_drop.json","metric","node_nf_conntrack_stat_early_drop"
"metric_node_nf_conntrack_stat_found.json","metric","node_nf_conntrack_stat_found"
"metric_node_nf_conntrack_stat_ignore.json","metric","node_nf_conntrack_stat_ignore"
"metric_node_nf_conntrack_stat_insert.json","metric","node_nf_conntrack_stat_insert"
"metric_node_nf_conntrack_stat_insert_failed.json","metric","node_nf_conntrack_stat_insert_failed"
"metric_node_nf_conntrack_stat_invalid.json","metric","node_nf_conntrack_stat_invalid"
"metric_node_nf_conntrack_stat_search_restart.json","metric","node_nf_conntrack_stat_search_restart"
"metric_node_os_info.json","metric","node_os_info"
"metric_node_os_version.json","metric","node_os_version"
"metric_node_power_supply_info.json","metric","node_power_supply_info"
"metric_node_power_supply_online.json","metric","node_power_supply_online"
"metric_node_procs_blocked.json","metric","node_procs_blocked"
"metric_node_procs_running.json","metric","node_procs_running"
"metric_node_schedstat_running_seconds_total.json","metric","node_schedstat_running_seconds_total"
"metric_node_schedstat_timeslices_total.json","metric","node_schedstat_timeslices_total"
"metric_node_schedstat_waiting_seconds_total.json","metric","node_schedstat_waiting_seconds_total"
"metric_node_scrape_collector_duration_seconds.json","metric","node_scrape_collector_duration_seconds"
"metric_node_scrape_collector_success.json","metric","node_scrape_collector_success"
"metric_node_selinux_enabled.json","metric","node_selinux_enabled"
"metric_node_sockstat_FRAG6_inuse.json","metric","node_sockstat_FRAG6_inuse"
"metric_node_sockstat_FRAG6_memory.json","metric","node_sockstat_FRAG6_memory"
"metric_node_sockstat_FRAG_inuse.json","metric","node_sockstat_FRAG_inuse"
"metric_node_sockstat_FRAG_memory.json","metric","node_sockstat_FRAG_memory"
"metric_node_sockstat_RAW6_inuse.json","metric","node_sockstat_RAW6_inuse"
"metric_node_sockstat_RAW_inuse.json","metric","node_sockstat_RAW_inuse"
"metric_node_sockstat_TCP6_inuse.json","metric","node_sockstat_TCP6_inuse"
"metric_node_sockstat_TCP_alloc.json","metric","node_sockstat_TCP_alloc"
"metric_node_sockstat_TCP_inuse.json","metric","node_sockstat_TCP_inuse"
"metric_node_sockstat_TCP_mem.json","metric","node_sockstat_TCP_mem"
"metric_node_sockstat_TCP_mem_bytes.json","metric","node_sockstat_TCP_mem_bytes"
"metric_node_sockstat_TCP_orphan.json","metric","node_sockstat_TCP_orphan"
"metric_node_sockstat_TCP_tw.json","metric","node_sockstat_TCP_tw"
"metric_node_sockstat_UDP6_inuse.json","metric","node_sockstat_UDP6_inuse"
"metric_node_sockstat_UDPLITE6_inuse.json","metric","node_sockstat_UDPLITE6_inuse"
"metric_node_sockstat_UDPLITE_inuse.json","metric","node_sockstat_UDPLITE_inuse"
"metric_node_sockstat_UDP_inuse.json","metric","node_sockstat_UDP_inuse"
"metric_node_sockstat_UDP_mem.json","metric","node_sockstat_UDP_mem"
"metric_node_sockstat_UDP_mem_bytes.json","metric","node_sockstat_UDP_mem_bytes"
"metric_node_sockstat_sockets_used.json","metric","node_sockstat_sockets_used"
"metric_node_softnet_backlog_len.json","metric","node_softnet_backlog_len"
"metric_node_softnet_cpu_collision_total.json","metric","node_softnet_cpu_collision_total"
"metric_node_softnet_dropped_total.json","metric","node_softnet_dropped_total"
"metric_node_softnet_flow_limit_count_total.json","metric","node_softnet_flow_limit_count_total"
"metric_node_softnet_processed_total.json","metric","node_softnet_processed_total"
"metric_node_softnet_received_rps_total.json","metric","node_softnet_received_rps_total"
"metric_node_softnet_times_squeezed_total.json","metric","node_softnet_times_squeezed_total"
"metric_node_textfile_scrape_error.json","metric","node_textfile_scrape_error"
"metric_node_time_clocksource_available_info.json","metric","node_time_clocksource_available_info"
"metric_node_time_clocksource_current_info.json","metric","node_time_clocksource_current_info"
"metric_node_time_seconds.json","metric","node_time_seconds"
"metric_node_time_zone_offset_seconds.json","metric","node_time_zone_offset_seconds"
"metric_node_timex_estimated_error_seconds.json","metric","node_timex_estimated_error_seconds"
"metric_node_timex_frequency_adjustment_ratio.json","metric","node_timex_frequency_adjustment_ratio"
"metric_node_timex_loop_time_constant.json","metric","node_timex_loop_time_constant"
"metric_node_timex_maxerror_seconds.json","metric","node_timex_maxerror_seconds"
"metric_node_timex_offset_seconds.json","metric","node_timex_offset_seconds"
"metric_node_timex_pps_calibration_total.json","metric","node_timex_pps_calibration_total"
"metric_node_timex_pps_error_total.json","metric","node_timex_pps_error_total"
"metric_node_timex_pps_frequency_hertz.json","metric","node_timex_pps_frequency_hertz"
"metric_node_timex_pps_jitter_seconds.json","metric","node_timex_pps_jitter_seconds"
"metric_node_timex_pps_jitter_total.json","metric","node_timex_pps_jitter_total"
"metric_node_timex_pps_shift_seconds.json","metric","node_timex_pps_shift_seconds"
"metric_node_timex_pps_stability_exceeded_total.json","metric","node_timex_pps_stability_exceeded_total"
"metric_node_timex_pps_stability_hertz.json","metric","node_timex_pps_stability_hertz"
"metric_node_timex_status.json","metric","node_timex_status"
"metric_node_timex_sync_status.json","metric","node_timex_sync_status"
"metric_node_timex_tai_offset_seconds.json","metric","node_timex_tai_offset_seconds"
"metric_node_timex_tick_seconds.json","metric","node_timex_tick_seconds"
"metric_node_udp_queues.json","metric","node_udp_queues"
"metric_node_uname_info.json","metric","node_uname_info"
"metric_node_vmstat_oom_kill.json","metric","node_vmstat_oom_kill"
"metric_node_vmstat_pgfault.json","metric","node_vmstat_pgfault"
"metric_node_vmstat_pgmajfault.json","metric","node_vmstat_pgmajfault"
"metric_node_vmstat_pgpgin.json","metric","node_vmstat_pgpgin"
"metric_node_vmstat_pgpgout.json","metric","node_vmstat_pgpgout"
"metric_node_vmstat_pswpin.json","metric","node_vmstat_pswpin"
"metric_node_vmstat_pswpout.json","metric","node_vmstat_pswpout"
"metric_process_cpu_seconds_total.json","metric","process_cpu_seconds_total"
"metric_process_max_fds.json","metric","process_max_fds"
"metric_process_open_fds.json","metric","process_open_fds"
"metric_process_resident_memory_bytes.json","metric","process_resident_memory_bytes"
"metric_process_start_time_seconds.json","metric","process_start_time_seconds"
"metric_process_virtual_memory_bytes.json","metric","process_virtual_memory_bytes"
"metric_process_virtual_memory_max_bytes.json","metric","process_virtual_memory_max_bytes"
"metric_prometheus_api_remote_read_queries.json","metric","prometheus_api_remote_read_queries"
"metric_prometheus_build_info.json","metric","prometheus_build_info"
"metric_prometheus_config_last_reload_success_timestamp_seconds.json","metric","prometheus_config_last_reload_success_timestamp_seconds"
"metric_prometheus_config_last_reload_successful.json","metric","prometheus_config_last_reload_successful"
"metric_prometheus_engine_queries.json","metric","prometheus_engine_queries"
"metric_prometheus_engine_queries_concurrent_max.json","metric","prometheus_engine_queries_concurrent_max"
"metric_prometheus_engine_query_duration_seconds.json","metric","prometheus_engine_query_duration_seconds"
"metric_prometheus_engine_query_duration_seconds_count.json","metric","prometheus_engine_query_duration_seconds_count"
"metric_prometheus_engine_query_duration_seconds_sum.json","metric","prometheus_engine_query_duration_seconds_sum"
"metric_prometheus_engine_query_log_enabled.json","metric","prometheus_engine_query_log_enabled"
"metric_prometheus_engine_query_log_failures_total.json","metric","prometheus_engine_query_log_failures_total"
"metric_prometheus_engine_query_samples_total.json","metric","prometheus_engine_query_samples_total"
"metric_prometheus_http_request_duration_seconds_bucket.json","metric","prometheus_http_request_duration_seconds_bucket"
"metric_prometheus_http_request_duration_seconds_count.json","metric","prometheus_http_request_duration_seconds_count"
"metric_prometheus_http_request_duration_seconds_sum.json","metric","prometheus_http_request_duration_seconds_sum"
"metric_prometheus_http_requests_total.json","metric","prometheus_http_requests_total"
"metric_prometheus_http_response_size_bytes_bucket.json","metric","prometheus_http_response_size_bytes_bucket"
"metric_prometheus_http_response_size_bytes_count.json","metric","prometheus_http_response_size_bytes_count"
"metric_prometheus_http_response_size_bytes_sum.json","metric","prometheus_http_response_size_bytes_sum"
"metric_prometheus_notifications_alertmanagers_discovered.json","metric","prometheus_notifications_alertmanagers_discovered"
"metric_prometheus_notifications_dropped_total.json","metric","prometheus_notifications_dropped_total"
"metric_prometheus_notifications_queue_capacity.json","metric","prometheus_notifications_queue_capacity"
"metric_prometheus_notifications_queue_length.json","metric","prometheus_notifications_queue_length"
"metric_prometheus_ready.json","metric","prometheus_ready"
"metric_prometheus_remote_storage_exemplars_in_total.json","metric","prometheus_remote_storage_exemplars_in_total"
"metric_prometheus_remote_storage_highest_timestamp_in_seconds.json","metric","prometheus_remote_storage_highest_timestamp_in_seconds"
"metric_prometheus_remote_storage_histograms_in_total.json","metric","prometheus_remote_storage_histograms_in_total"
"metric_prometheus_remote_storage_samples_in_total.json","metric","prometheus_remote_storage_samples_in_total"
"metric_prometheus_remote_storage_string_interner_zero_reference_releases_total.json","metric","prometheus_remote_storage_string_interner_zero_reference_releases_total"
"metric_prometheus_rule_evaluation_duration_seconds.json","metric","prometheus_rule_evaluation_duration_seconds"
"metric_prometheus_rule_evaluation_duration_seconds_count.json","metric","prometheus_rule_evaluation_duration_seconds_count"
"metric_prometheus_rule_evaluation_duration_seconds_sum.json","metric","prometheus_rule_evaluation_duration_seconds_sum"
"metric_prometheus_rule_group_duration_seconds.json","metric","prometheus_rule_group_duration_seconds"
"metric_prometheus_rule_group_duration_seconds_count.json","metric","prometheus_rule_group_duration_seconds_count"
"metric_prometheus_rule_group_duration_seconds_sum.json","metric","prometheus_rule_group_duration_seconds_sum"
"metric_prometheus_sd_azure_cache_hit_total.json","metric","prometheus_sd_azure_cache_hit_total"
"metric_prometheus_sd_azure_failures_total.json","metric","prometheus_sd_azure_failures_total"
"metric_prometheus_sd_consul_rpc_duration_seconds.json","metric","prometheus_sd_consul_rpc_duration_seconds"
"metric_prometheus_sd_consul_rpc_duration_seconds_count.json","metric","prometheus_sd_consul_rpc_duration_seconds_count"
"metric_prometheus_sd_consul_rpc_duration_seconds_sum.json","metric","prometheus_sd_consul_rpc_duration_seconds_sum"
"metric_prometheus_sd_consul_rpc_failures_total.json","metric","prometheus_sd_consul_rpc_failures_total"
"metric_prometheus_sd_discovered_targets.json","metric","prometheus_sd_discovered_targets"
"metric_prometheus_sd_dns_lookup_failures_total.json","metric","prometheus_sd_dns_lookup_failures_total"
"metric_prometheus_sd_dns_lookups_total.json","metric","prometheus_sd_dns_lookups_total"
